,bounding_boxes
11763,"[[211, 229, 1367, 995]]"
11762,"[[299, 324, 1935, 1408]]"
11761,"[[84, 126, 884, 277]]"
11760,"[[82, 122, 861, 271]]"
11759,"[[82, 125, 870, 273]]"
11758,"[[68, 102, 717, 224]]"
11757,"[[82, 122, 858, 270]]"
11756,"[[108, 164, 1142, 358]]"
11755,"[[1416, 924, 810, 522]]"
11754,"[[1388, 906, 794, 512]]"
11753,"[[2299, 1499, 1314, 848]]"
11752,"[[1253, 819, 717, 462]]"
11751,"[[979, 639, 559, 361]]"
11750,"[[456, 422, 527, 449]]"
11749,"[[297, 275, 343, 291]]"
11748,"[[308, 285, 357, 302]]"
11747,"[[1130, 731, 618, 315]]"
11746,"[[1185, 766, 648, 331]]"
11745,"[[1838, 1189, 1004, 514]]"
11743,"[[1189, 769, 650, 332]]"
11720,"[[1407, 1218, 1350, 854]]"
11719,"[[765, 1496, 1988, 940]]"
11718,"[[572, 757, 1504, 1239]]"
11693,"[[813, 401, 1487, 1475]]"
11692,"[[758, 374, 1388, 1377]]"
11691,"[[790, 391, 1445, 1434]]"
11690,"[[1213, 1023, 1118, 874]]"
11689,"[[1024, 865, 944, 739]]"
11688,"[[1039, 875, 955, 747]]"
11687,"[[1114, 939, 1025, 803]]"
11686,"[[655, 51, 1746, 655]]"
11685,"[[311, 105, 178, 152]]"
11684,"[[957, 1696, 1381, 845]]"
11683,"[[1154, 792, 694, 635]]"
11682,"[[1042, 713, 627, 573]]"
11681,"[[1149, 788, 692, 634]]"
11680,"[[1139, 780, 685, 628]]"
11679,"[[1012, 694, 609, 557]]"
11678,"[[1154, 792, 694, 635]]"
11677,"[[946, 647, 568, 520]]"
11676,"[[971, 666, 584, 535]]"
11675,"[[1157, 792, 697, 638]]"
11694,"[[831, 411, 1518, 1507]]"
11695,"[[803, 397, 1469, 1456]]"
11696,"[[632, 312, 1158, 1148]]"
11697,"[[879, 435, 1607, 1594]]"
11717,"[[890, 1178, 2340, 1927]]"
11716,"[[576, 762, 1512, 1245]]"
11715,"[[522, 691, 1372, 1130]]"
11714,"[[958, 620, 900, 534]]"
11713,"[[835, 539, 785, 466]]"
11712,"[[1073, 694, 1007, 598]]"
11711,"[[1303, 890, 304, 441]]"
11710,"[[1818, 1242, 424, 615]]"
11709,"[[1135, 776, 264, 384]]"
11764,"[[251, 271, 1623, 1183]]"
11708,"[[0, 70, 945, 704]]"
11706,"[[0, 63, 839, 622]]"
11705,"[[0, 66, 879, 654]]"
11704,"[[0, 56, 762, 567]]"
11703,"[[0, 67, 900, 668]]"
11702,"[[0, 58, 782, 580]]"
11701,"[[0, 63, 856, 636]]"
11700,"[[0, 66, 894, 664]]"
11699,"[[0, 58, 768, 570]]"
11698,"[[781, 387, 1428, 1417]]"
11707,"[[0, 58, 782, 580]]"
12042,"[[1038, 801, 863, 790]]"
11765,"[[308, 333, 1986, 1447]]"
11767,"[[304, 330, 1971, 1434]]"
11833,"[[318, 209, 418, 184]]"
11832,"[[276, 182, 362, 160]]"
11831,"[[310, 204, 407, 178]]"
11830,"[[313, 206, 410, 181]]"
11829,"[[255, 167, 333, 147]]"
11828,"[[318, 209, 418, 184]]"
11827,"[[315, 208, 412, 181]]"
11826,"[[315, 207, 414, 183]]"
11825,"[[308, 203, 405, 179]]"
11824,"[[308, 203, 405, 179]]"
11823,"[[317, 208, 415, 183]]"
11822,"[[258, 169, 337, 149]]"
11821,"[[317, 208, 417, 184]]"
11820,"[[317, 208, 415, 183]]"
11819,"[[310, 204, 407, 178]]"
11818,"[[1122, 1181, 826, 518]]"
11817,"[[734, 646, 1164, 929]]"
11816,"[[1133, 1067, 487, 477]]"
11815,"[[1281, 1206, 550, 539]]"
11834,"[[968, 716, 909, 699]]"
11814,"[[447, 208, 1968, 1418]]"
11835,"[[887, 656, 833, 639]]"
11837,"[[860, 868, 708, 555]]"
11856,"[[480, 289, 631, 317]]"
11855,"[[243, 148, 322, 161]]"
11854,"[[300, 180, 394, 199]]"
11853,"[[476, 288, 628, 315]]"
11852,"[[316, 192, 418, 209]]"
11851,"[[481, 290, 633, 319]]"
11850,"[[777, 796, 938, 485]]"
11849,"[[581, 595, 700, 363]]"
11848,"[[744, 764, 899, 466]]"
11847,"[[726, 744, 875, 454]]"
11846,"[[804, 825, 971, 504]]"
11845,"[[780, 799, 941, 487]]"
11844,"[[607, 622, 732, 379]]"
11843,"[[643, 181, 1605, 1523]]"
11842,"[[727, 204, 1816, 1722]]"
11841,"[[1727, 1004, 1274, 1593]]"
11840,"[[1225, 1235, 1008, 790]]"
11839,"[[770, 778, 635, 498]]"
11838,"[[1353, 1364, 1112, 873]]"
11836,"[[848, 855, 698, 548]]"
11813,"[[151, 167, 276, 251]]"
11812,"[[749, 209, 2029, 1237]]"
11811,"[[743, 207, 2015, 1228]]"
11786,"[[304, 556, 1538, 1037]]"
11785,"[[956, 736, 996, 817]]"
11784,"[[950, 730, 989, 813]]"
11783,"[[829, 637, 863, 708]]"
11782,"[[186, 75, 658, 887]]"
11781,"[[135, 55, 478, 645]]"
11780,"[[105, 42, 372, 503]]"
11779,"[[188, 78, 670, 902]]"
11778,"[[128, 53, 453, 610]]"
11777,"[[126, 51, 449, 605]]"
11776,"[[195, 80, 693, 933]]"
11775,"[[580, 398, 1224, 748]]"
11774,"[[553, 377, 1166, 713]]"
11773,"[[877, 600, 1848, 1129]]"
11772,"[[595, 407, 1254, 766]]"
11771,"[[104, 482, 1704, 1096]]"
11770,"[[303, 328, 1961, 1429]]"
11769,"[[237, 256, 1535, 1117]]"
11768,"[[273, 295, 1763, 1284]]"
11787,"[[275, 502, 1387, 937]]"
11788,"[[347, 634, 1748, 1180]]"
11789,"[[366, 667, 1841, 1244]]"
11790,"[[370, 673, 1861, 1256]]"
11810,"[[742, 206, 2012, 1227]]"
11809,"[[1024, 286, 2775, 1691]]"
11808,"[[612, 171, 1658, 1010]]"
11807,"[[700, 194, 1896, 1156]]"
11806,"[[715, 200, 1941, 1182]]"
11805,"[[737, 206, 2001, 1220]]"
11804,"[[1120, 1235, 879, 942]]"
11803,"[[906, 998, 711, 763]]"
11802,"[[985, 1085, 772, 829]]"
11766,"[[306, 331, 1980, 1442]]"
11801,"[[1032, 455, 860, 731]]"
11799,"[[172, 174, 575, 633]]"
11798,"[[247, 251, 829, 912]]"
11797,"[[160, 162, 538, 591]]"
11796,"[[242, 244, 810, 893]]"
11795,"[[347, 634, 1748, 1180]]"
11794,"[[364, 666, 1837, 1241]]"
11793,"[[333, 607, 1674, 1130]]"
11792,"[[347, 634, 1748, 1180]]"
11791,"[[309, 564, 1556, 1050]]"
11800,"[[590, 489, 1149, 695]]"
12043,"[[1049, 810, 871, 799]]"
12044,"[[1847, 1279, 1314, 907]]"
12045,"[[719, 498, 512, 353]]"
12297,"[[1134, 276, 396, 711]]"
12296,"[[1128, 274, 393, 707]]"
12295,"[[1233, 299, 430, 772]]"
12294,"[[1126, 272, 393, 705]]"
12293,"[[1377, 333, 479, 863]]"
12292,"[[481, 318, 522, 406]]"
12291,"[[819, 544, 890, 691]]"
12290,"[[646, 706, 3073, 2094]]"
12289,"[[443, 483, 2105, 1435]]"
12288,"[[437, 477, 2074, 1414]]"
12287,"[[1487, 1045, 1707, 2151]]"
12286,"[[1451, 1019, 1667, 2098]]"
12285,"[[1381, 970, 1585, 1996]]"
12284,"[[890, 627, 1024, 1288]]"
12283,"[[1534, 1078, 1762, 2218]]"
12282,"[[955, 670, 1096, 1380]]"
12281,"[[915, 642, 1050, 1323]]"
12280,"[[955, 670, 1096, 1380]]"
12279,"[[890, 627, 1024, 1288]]"
12298,"[[1193, 648, 425, 284]]"
12278,"[[1078, 1086, 670, 435]]"
12299,"[[1213, 659, 433, 289]]"
12301,"[[1209, 657, 431, 288]]"
12320,"[[970, 848, 808, 425]]"
12319,"[[1023, 895, 854, 449]]"
12318,"[[1438, 1259, 1200, 631]]"
12317,"[[1647, 1441, 1374, 723]]"
12316,"[[1014, 887, 845, 445]]"
12315,"[[1121, 980, 936, 492]]"
12314,"[[1396, 1222, 1165, 612]]"
12313,"[[779, 837, 3474, 2750]]"
12312,"[[746, 801, 3326, 2632]]"
12311,"[[987, 915, 1475, 1518]]"
12310,"[[1053, 974, 1571, 1618]]"
12309,"[[1001, 927, 1496, 1540]]"
12308,"[[1179, 1092, 1761, 1812]]"
12307,"[[1047, 969, 1562, 1609]]"
12306,"[[1079, 999, 1612, 1659]]"
12305,"[[979, 533, 349, 233]]"
12304,"[[953, 518, 340, 227]]"
12303,"[[1193, 648, 425, 284]]"
12302,"[[1177, 638, 419, 281]]"
12300,"[[1203, 653, 428, 287]]"
12277,"[[1046, 1053, 650, 422]]"
12276,"[[1100, 1106, 682, 444]]"
12275,"[[1180, 1188, 733, 477]]"
12250,"[[186, 647, 2679, 1575]]"
12249,"[[242, 837, 3456, 2033]]"
12248,"[[183, 636, 2631, 1548]]"
12247,"[[235, 818, 3384, 1992]]"
12246,"[[29, 23, 835, 467]]"
12245,"[[25, 21, 747, 419]]"
12244,"[[39, 33, 1175, 659]]"
12243,"[[29, 23, 833, 468]]"
12242,"[[39, 33, 1179, 660]]"
12241,"[[356, 146, 453, 395]]"
12240,"[[359, 147, 457, 398]]"
12239,"[[329, 136, 420, 366]]"
12238,"[[650, 2, 1315, 1043]]"
12237,"[[669, 3, 1353, 1073]]"
12236,"[[666, 2, 1350, 1071]]"
12235,"[[317, 147, 499, 277]]"
12234,"[[317, 147, 499, 277]]"
12233,"[[242, 111, 381, 213]]"
12232,"[[484, 223, 760, 423]]"
12251,"[[171, 596, 2462, 1447]]"
12252,"[[185, 640, 2646, 1556]]"
12253,"[[191, 666, 2752, 1618]]"
12254,"[[164, 566, 2340, 1377]]"
12274,"[[1465, 1473, 909, 592]]"
12273,"[[840, 691, 257, 228]]"
12272,"[[1198, 986, 367, 326]]"
12271,"[[1194, 982, 366, 324]]"
12270,"[[1428, 1347, 335, 429]]"
12269,"[[1352, 1275, 318, 406]]"
12268,"[[1263, 1190, 296, 379]]"
12267,"[[1298, 857, 612, 585]]"
12266,"[[1335, 883, 630, 602]]"
12321,"[[1044, 912, 870, 457]]"
12265,"[[1308, 865, 618, 589]]"
12263,"[[1318, 872, 622, 594]]"
12262,"[[1105, 730, 521, 498]]"
12261,"[[1721, 1357, 578, 505]]"
12260,"[[1091, 734, 716, 827]]"
12259,"[[1056, 710, 693, 800]]"
12258,"[[1089, 730, 714, 825]]"
12257,"[[1223, 821, 801, 927]]"
12256,"[[1062, 714, 697, 806]]"
12255,"[[289, 999, 4130, 2430]]"
12264,"[[1198, 792, 565, 538]]"
12231,"[[321, 148, 504, 281]]"
12322,"[[1131, 1041, 266, 436]]"
12324,"[[1184, 1090, 279, 458]]"
12390,"[[564, 39, 1804, 1732]]"
12389,"[[1780, 1832, 781, 779]]"
12388,"[[279, 216, 548, 458]]"
12387,"[[301, 233, 591, 494]]"
12386,"[[291, 224, 570, 476]]"
12385,"[[286, 221, 563, 470]]"
12384,"[[316, 245, 622, 520]]"
12383,"[[308, 238, 605, 505]]"
12382,"[[80, 10, 835, 334]]"
12381,"[[61, 6, 634, 254]]"
12380,"[[80, 9, 831, 333]]"
12379,"[[61, 7, 643, 257]]"
12378,"[[80, 9, 839, 336]]"
12377,"[[65, 8, 680, 272]]"
12376,"[[82, 9, 841, 337]]"
12375,"[[65, 8, 676, 270]]"
12374,"[[76, 9, 794, 318]]"
12373,"[[67, 8, 699, 279]]"
12372,"[[81, 9, 830, 331]]"
12391,"[[1502, 516, 2402, 3341]]"
12371,"[[80, 8, 827, 331]]"
12392,"[[1144, 393, 1829, 2543]]"
12394,"[[294, 198, 333, 387]]"
12413,"[[950, 651, 877, 1432]]"
12412,"[[1324, 908, 1221, 1995]]"
12411,"[[979, 671, 902, 1474]]"
12410,"[[956, 655, 882, 1439]]"
12409,"[[1527, 1048, 1410, 2302]]"
12408,"[[991, 681, 915, 1493]]"
12407,"[[893, 613, 824, 1346]]"
12406,"[[1355, 931, 1251, 2042]]"
12405,"[[779, 460, 789, 586]]"
12404,"[[963, 569, 975, 724]]"
12403,"[[772, 455, 783, 581]]"
12402,"[[896, 742, 1604, 1186]]"
12401,"[[828, 687, 1486, 1098]]"
12400,"[[935, 776, 1677, 1239]]"
12399,"[[310, 211, 353, 409]]"
12398,"[[283, 192, 321, 372]]"
12397,"[[268, 180, 302, 352]]"
12396,"[[470, 318, 532, 618]]"
12395,"[[296, 201, 335, 389]]"
12393,"[[277, 187, 314, 363]]"
12370,"[[528, 12, 1108, 1187]]"
12369,"[[480, 11, 1008, 1081]]"
12368,"[[885, 21, 1856, 1990]]"
12343,"[[114, 20, 709, 679]]"
12342,"[[113, 19, 710, 679]]"
12341,"[[120, 21, 752, 718]]"
12340,"[[123, 21, 762, 730]]"
12339,"[[120, 21, 748, 717]]"
12338,"[[1011, 227, 764, 974]]"
12337,"[[1709, 43, 1198, 1989]]"
12336,"[[1735, 834, 962, 880]]"
12335,"[[2, 165, 1701, 1390]]"
12334,"[[1, 159, 1641, 1339]]"
12333,"[[3, 187, 1943, 1587]]"
12332,"[[3, 258, 2674, 2182]]"
12331,"[[3, 251, 2588, 2112]]"
12330,"[[2, 173, 1788, 1459]]"
12329,"[[2, 154, 1591, 1299]]"
12328,"[[998, 411, 741, 421]]"
12327,"[[1001, 411, 743, 423]]"
12326,"[[2074, 1908, 490, 800]]"
12325,"[[1336, 1231, 316, 517]]"
12344,"[[852, 671, 793, 608]]"
12345,"[[848, 669, 791, 606]]"
12346,"[[837, 661, 780, 598]]"
12347,"[[1106, 872, 1030, 789]]"
12367,"[[526, 13, 1103, 1181]]"
12366,"[[579, 15, 1212, 1299]]"
12365,"[[1277, 1190, 537, 599]]"
12364,"[[1071, 998, 450, 502]]"
12363,"[[1145, 1067, 481, 538]]"
12362,"[[1597, 1490, 672, 751]]"
12361,"[[1205, 1123, 506, 566]]"
12360,"[[1127, 1052, 475, 530]]"
12359,"[[1155, 1078, 485, 542]]"
12323,"[[1277, 1175, 301, 493]]"
12358,"[[532, 329, 1229, 942]]"
12356,"[[621, 384, 1435, 1099]]"
12355,"[[109, 343, 910, 915]]"
12354,"[[105, 330, 876, 882]]"
12353,"[[1093, 630, 195, 235]]"
12352,"[[1098, 634, 196, 235]]"
12351,"[[1128, 1198, 1006, 548]]"
12350,"[[1088, 1157, 969, 528]]"
12349,"[[1799, 1911, 1601, 874]]"
12348,"[[1540, 1213, 1434, 1099]]"
12357,"[[623, 384, 1436, 1101]]"
11674,"[[792, 564, 935, 570]]"
12230,"[[315, 146, 494, 275]]"
12228,"[[1112, 564, 1098, 397]]"
12111,"[[855, 675, 638, 351]]"
12110,"[[1117, 884, 832, 458]]"
12109,"[[1055, 834, 787, 433]]"
12108,"[[1055, 834, 787, 433]]"
12107,"[[856, 676, 639, 352]]"
12106,"[[848, 671, 632, 348]]"
12105,"[[1135, 896, 845, 466]]"
12104,"[[377, 492, 2418, 1075]]"
12103,"[[483, 629, 3095, 1376]]"
12102,"[[1241, 1307, 330, 301]]"
12101,"[[1139, 1202, 304, 277]]"
12100,"[[1241, 1307, 330, 301]]"
12099,"[[1229, 1298, 328, 298]]"
12098,"[[376, 173, 696, 769]]"
12097,"[[1488, 965, 1267, 870]]"
12096,"[[927, 601, 788, 541]]"
12095,"[[1612, 1046, 1372, 942]]"
12094,"[[1101, 713, 936, 644]]"
12093,"[[1043, 677, 888, 610]]"
12112,"[[856, 676, 639, 352]]"
12092,"[[1086, 705, 923, 634]]"
12113,"[[1055, 834, 787, 433]]"
12115,"[[1003, 665, 1072, 641]]"
12134,"[[405, 40, 898, 910]]"
12133,"[[429, 43, 948, 959]]"
12132,"[[428, 42, 944, 958]]"
12131,"[[621, 975, 1459, 719]]"
12130,"[[1754, 1496, 1591, 1398]]"
12129,"[[1346, 1147, 1221, 1072]]"
12128,"[[944, 803, 855, 752]]"
12127,"[[1080, 921, 980, 861]]"
12126,"[[981, 1019, 1224, 571]]"
12125,"[[757, 787, 944, 441]]"
12124,"[[364, 462, 2404, 1377]]"
12123,"[[384, 484, 2524, 1446]]"
12122,"[[1344, 870, 497, 691]]"
12121,"[[1362, 1013, 1764, 1458]]"
12120,"[[827, 616, 1073, 886]]"
12119,"[[1510, 1122, 1955, 1617]]"
12118,"[[979, 649, 1047, 626]]"
12117,"[[1490, 989, 1591, 951]]"
12116,"[[911, 605, 973, 581]]"
12114,"[[1097, 1128, 266, 280]]"
12091,"[[1764, 1145, 1500, 1031]]"
12090,"[[1292, 951, 1588, 1684]]"
12089,"[[1669, 1228, 2051, 2174]]"
12064,"[[1160, 857, 982, 706]]"
12063,"[[1180, 872, 1000, 718]]"
12062,"[[1669, 1528, 1783, 1031]]"
12061,"[[397, 524, 1830, 1496]]"
12060,"[[591, 779, 2721, 2221]]"
12059,"[[542, 714, 2493, 2035]]"
12058,"[[402, 530, 1849, 1510]]"
12057,"[[370, 487, 1700, 1389]]"
12056,"[[368, 485, 1695, 1385]]"
12055,"[[1167, 674, 409, 292]]"
12054,"[[1097, 633, 383, 274]]"
12053,"[[1247, 720, 435, 310]]"
12052,"[[1112, 643, 389, 278]]"
12051,"[[1156, 668, 405, 289]]"
12050,"[[1146, 661, 400, 286]]"
12049,"[[1156, 668, 405, 289]]"
12048,"[[1130, 654, 395, 283]]"
12047,"[[1060, 612, 371, 265]]"
12046,"[[1154, 668, 404, 288]]"
12065,"[[900, 665, 762, 548]]"
12066,"[[1367, 1011, 1157, 831]]"
12067,"[[888, 657, 752, 540]]"
12068,"[[1095, 809, 927, 666]]"
12088,"[[1218, 897, 1497, 1587]]"
12087,"[[1114, 820, 1369, 1452]]"
12086,"[[1123, 827, 1381, 1465]]"
12085,"[[1255, 923, 1542, 1635]]"
12084,"[[1659, 1221, 2040, 2162]]"
12083,"[[1248, 917, 1534, 1626]]"
12082,"[[1671, 1231, 2056, 2179]]"
12081,"[[56, 173, 558, 744]]"
12080,"[[57, 174, 564, 754]]"
12135,"[[447, 44, 990, 1003]]"
12079,"[[58, 177, 575, 767]]"
12077,"[[365, 733, 1483, 1160]]"
12076,"[[392, 788, 1596, 1249]]"
12075,"[[534, 1073, 2174, 1700]]"
12074,"[[396, 796, 1614, 1261]]"
12073,"[[583, 1171, 2372, 1857]]"
12072,"[[1054, 567, 542, 528]]"
12071,"[[566, 366, 1360, 1689]]"
12070,"[[1560, 1154, 1321, 949]]"
12069,"[[1177, 869, 997, 716]]"
12078,"[[363, 729, 1480, 1157]]"
12229,"[[320, 147, 502, 281]]"
12136,"[[362, 35, 798, 809]]"
12138,"[[424, 43, 938, 951]]"
12204,"[[903, 493, 814, 543]]"
12203,"[[1169, 639, 1053, 702]]"
12202,"[[1183, 647, 1065, 710]]"
12201,"[[1283, 701, 1156, 770]]"
12200,"[[950, 518, 855, 570]]"
12199,"[[1189, 650, 1071, 714]]"
12198,"[[690, 1138, 612, 617]]"
12197,"[[739, 1216, 653, 660]]"
12196,"[[1159, 1909, 1027, 1036]]"
12195,"[[742, 1222, 658, 665]]"
12194,"[[970, 1597, 858, 868]]"
12193,"[[751, 1238, 666, 672]]"
12192,"[[970, 1597, 858, 868]]"
12191,"[[949, 1565, 841, 850]]"
12190,"[[772, 1272, 684, 690]]"
12189,"[[656, 1082, 581, 587]]"
12188,"[[1372, 685, 1649, 1299]]"
12187,"[[859, 2, 1512, 1939]]"
12186,"[[899, 2, 1580, 2029]]"
12205,"[[1293, 706, 1165, 778]]"
12185,"[[874, 2, 1539, 1975]]"
12206,"[[1363, 1285, 325, 484]]"
12208,"[[261, 99, 845, 529]]"
12227,"[[1984, 1155, 825, 1246]]"
12226,"[[304, 186, 287, 317]]"
12225,"[[337, 206, 316, 351]]"
12224,"[[632, 832, 1140, 1152]]"
12223,"[[621, 816, 1118, 1130]]"
12222,"[[361, 475, 650, 657]]"
12221,"[[569, 747, 1023, 1036]]"
12220,"[[287, 379, 519, 524]]"
12219,"[[223, 294, 401, 407]]"
12218,"[[598, 786, 1079, 1091]]"
12217,"[[848, 1114, 1527, 1545]]"
12216,"[[644, 847, 1162, 1175]]"
12215,"[[617, 812, 1113, 1126]]"
12214,"[[966, 1140, 2959, 1175]]"
12213,"[[1194, 1188, 212, 222]]"
12212,"[[1216, 1211, 215, 225]]"
12211,"[[264, 99, 853, 534]]"
12210,"[[143, 55, 465, 292]]"
12209,"[[159, 60, 516, 324]]"
12207,"[[1041, 1141, 647, 425]]"
12184,"[[822, 3, 1447, 1856]]"
12183,"[[767, 3, 1349, 1731]]"
12182,"[[906, 3, 1594, 2045]]"
12157,"[[712, 321, 2201, 1482]]"
12156,"[[320, 135, 488, 160]]"
12155,"[[251, 105, 381, 126]]"
12154,"[[282, 118, 431, 141]]"
12153,"[[318, 133, 485, 159]]"
12152,"[[449, 189, 684, 225]]"
12151,"[[303, 128, 460, 151]]"
12150,"[[325, 136, 496, 163]]"
12149,"[[243, 103, 371, 122]]"
12148,"[[237, 100, 362, 118]]"
12147,"[[646, 641, 1239, 653]]"
12146,"[[577, 574, 1107, 582]]"
12145,"[[1064, 843, 780, 572]]"
12144,"[[1459, 1156, 1070, 784]]"
12143,"[[1602, 1271, 1175, 862]]"
12142,"[[963, 763, 705, 518]]"
12141,"[[1015, 805, 745, 545]]"
12140,"[[980, 777, 719, 527]]"
12139,"[[683, 68, 1509, 1530]]"
12158,"[[842, 380, 2606, 1754]]"
12159,"[[619, 280, 1918, 1289]]"
12160,"[[902, 570, 574, 458]]"
12161,"[[1072, 678, 682, 544]]"
12181,"[[553, 215, 871, 614]]"
12180,"[[494, 192, 775, 547]]"
12179,"[[524, 203, 823, 581]]"
12178,"[[597, 232, 939, 663]]"
12177,"[[967, 377, 1520, 1072]]"
12176,"[[611, 239, 962, 680]]"
12175,"[[483, 188, 761, 537]]"
12174,"[[492, 191, 775, 547]]"
12173,"[[480, 186, 755, 532]]"
12137,"[[626, 62, 1383, 1402]]"
12172,"[[1032, 972, 615, 514]]"
12170,"[[781, 734, 244, 266]]"
12169,"[[1224, 1150, 382, 416]]"
12168,"[[1273, 1198, 396, 432]]"
12167,"[[1296, 1219, 404, 439]]"
12166,"[[1296, 1219, 404, 439]]"
12165,"[[1197, 1124, 372, 405]]"
12164,"[[1290, 1213, 401, 438]]"
12163,"[[1247, 1172, 389, 422]]"
12162,"[[1281, 1204, 399, 434]]"
12171,"[[1581, 1489, 942, 789]]"
11673,"[[891, 635, 1051, 641]]"
11672,"[[213, 0, 558, 391]]"
11671,"[[168, 0, 442, 308]]"
11182,"[[661, 1050, 672, 413]]"
11181,"[[1188, 1890, 1209, 745]]"
11180,"[[49, 0, 741, 450]]"
11179,"[[73, 2, 1104, 669]]"
11178,"[[469, 104, 414, 540]]"
11177,"[[451, 100, 397, 519]]"
11176,"[[398, 87, 349, 457]]"
11175,"[[484, 107, 426, 556]]"
11174,"[[457, 101, 403, 526]]"
11173,"[[444, 99, 392, 511]]"
11172,"[[496, 111, 437, 571]]"
11171,"[[457, 101, 403, 526]]"
11170,"[[484, 107, 426, 556]]"
11169,"[[431, 96, 378, 496]]"
11168,"[[493, 110, 434, 566]]"
11167,"[[408, 90, 359, 469]]"
11166,"[[493, 110, 434, 566]]"
11165,"[[402, 90, 353, 461]]"
11164,"[[493, 109, 432, 565]]"
11183,"[[492, 174, 1084, 651]]"
11163,"[[1350, 1263, 276, 348]]"
11184,"[[648, 231, 1429, 858]]"
11186,"[[490, 175, 1081, 648]]"
11205,"[[77, 87, 884, 360]]"
11204,"[[1715, 1048, 833, 859]]"
11203,"[[1189, 726, 578, 596]]"
11202,"[[1835, 1120, 892, 920]]"
11201,"[[1851, 1131, 900, 927]]"
11200,"[[244, 29, 412, 543]]"
11199,"[[233, 28, 395, 519]]"
11198,"[[214, 26, 362, 475]]"
11197,"[[237, 29, 401, 527]]"
11196,"[[1056, 1057, 976, 983]]"
11195,"[[1450, 1451, 1341, 1350]]"
11194,"[[1602, 1603, 1481, 1491]]"
11193,"[[1393, 530, 868, 2268]]"
11192,"[[1670, 636, 1040, 2717]]"
11191,"[[1634, 622, 1016, 2659]]"
11190,"[[1022, 389, 636, 1662]]"
11189,"[[1138, 433, 709, 1853]]"
11188,"[[946, 1053, 1058, 540]]"
11187,"[[655, 232, 1439, 865]]"
11185,"[[501, 179, 1104, 662]]"
11162,"[[1249, 1167, 255, 322]]"
11161,"[[708, 248, 1438, 1494]]"
11160,"[[721, 253, 1462, 1519]]"
11135,"[[926, 13, 1387, 897]]"
11134,"[[336, 123, 238, 267]]"
11133,"[[381, 139, 270, 303]]"
11132,"[[392, 143, 277, 312]]"
11131,"[[382, 139, 272, 305]]"
11130,"[[1078, 810, 744, 588]]"
11129,"[[1043, 784, 720, 568]]"
11128,"[[1104, 830, 762, 602]]"
11127,"[[1086, 816, 751, 593]]"
11126,"[[897, 675, 620, 490]]"
11125,"[[1066, 801, 736, 581]]"
11124,"[[1086, 816, 751, 593]]"
11123,"[[1088, 817, 751, 594]]"
11122,"[[1104, 830, 762, 602]]"
11121,"[[1329, 1065, 1186, 952]]"
11120,"[[951, 761, 847, 679]]"
11119,"[[973, 781, 869, 696]]"
11118,"[[906, 483, 646, 518]]"
11117,"[[1015, 768, 854, 1153]]"
11136,"[[926, 13, 1387, 897]]"
11137,"[[1025, 15, 1536, 995]]"
11138,"[[948, 15, 1419, 919]]"
11139,"[[949, 14, 1422, 921]]"
11159,"[[1391, 922, 331, 357]]"
11158,"[[1732, 1148, 413, 445]]"
11157,"[[609, 121, 1592, 1582]]"
11156,"[[1552, 2028, 1268, 1248]]"
11155,"[[1341, 1750, 1094, 1077]]"
11154,"[[868, 1135, 709, 698]]"
11153,"[[925, 1209, 756, 745]]"
11152,"[[11, 12, 3945, 2590]]"
11151,"[[8, 9, 2810, 1844]]"
11206,"[[75, 83, 844, 343]]"
11150,"[[14, 13, 4619, 3033]]"
11148,"[[137, 188, 2323, 1526]]"
11147,"[[1440, 1021, 569, 588]]"
11146,"[[1411, 1002, 558, 576]]"
11145,"[[2097, 1489, 829, 857]]"
11144,"[[1445, 1025, 572, 591]]"
11143,"[[2059, 1462, 814, 842]]"
11142,"[[950, 15, 1424, 922]]"
11141,"[[955, 14, 1430, 926]]"
11140,"[[775, 12, 1163, 752]]"
11149,"[[137, 188, 2323, 1526]]"
11116,"[[1081, 818, 910, 1228]]"
11207,"[[73, 83, 843, 342]]"
11209,"[[1083, 131, 754, 2275]]"
11275,"[[1559, 1101, 1910, 1499]]"
11274,"[[254, 2, 608, 511]]"
11273,"[[219, 2, 523, 440]]"
11272,"[[249, 3, 592, 498]]"
11271,"[[1265, 1116, 398, 445]]"
11270,"[[1271, 1124, 400, 449]]"
11269,"[[1183, 1044, 372, 416]]"
11268,"[[1144, 1011, 359, 403]]"
11267,"[[1235, 1090, 388, 435]]"
11266,"[[1251, 1105, 393, 441]]"
11265,"[[1982, 1751, 623, 698]]"
11264,"[[1065, 941, 335, 375]]"
11263,"[[1196, 1056, 376, 421]]"
11262,"[[1045, 923, 329, 368]]"
11261,"[[414, 346, 164, 181]]"
11260,"[[283, 236, 113, 123]]"
11259,"[[377, 317, 150, 164]]"
11258,"[[183, 153, 72, 78]]"
11257,"[[442, 371, 177, 192]]"
11276,"[[935, 661, 1145, 898]]"
11256,"[[378, 316, 151, 165]]"
11277,"[[1046, 739, 1282, 1004]]"
11279,"[[1619, 1145, 1983, 1555]]"
11298,"[[1251, 1044, 392, 397]]"
11297,"[[372, 437, 1735, 885]]"
11296,"[[360, 421, 1673, 853]]"
11295,"[[379, 445, 1763, 899]]"
11294,"[[401, 473, 1872, 955]]"
11293,"[[302, 356, 1411, 719]]"
11292,"[[372, 437, 1735, 885]]"
11291,"[[665, 541, 1252, 838]]"
